"TIPO_REG","U_DPTO","U_MPIO","UA_CLASE","COD_ENCUESTAS","U_VIVIENDA","H_NROHOG","H_NRO_CUARTOS","H_NRO_DORMIT","H_DONDE_PREPALIM","H_AGUA_COCIN","HA_NRO_FALL","HA_TOT_PER"
2,"05","001",1,4153013,69,1,2,2,1,1,NA,2
2,"05","001",1,4153019,1,1,4,2,1,1,NA,3
2,"05","001",1,4153025,67,1,4,3,1,1,NA,3
2,"05","001",1,4153035,65,1,4,3,1,1,NA,3
2,"05","001",1,4153048,63,1,4,2,1,1,NA,2
2,"05","001",1,4153060,61,1,4,2,1,1,NA,3
2,"05","001",1,4153065,94,1,4,3,1,1,NA,4
2,"05","001",1,4153070,1,1,3,2,1,1,NA,1
2,"05","001",1,4153077,91,1,3,2,1,1,NA,2
2,"05","001",1,4153078,90,1,3,2,1,1,NA,2
2,"05","001",1,4153087,84,1,3,1,1,1,NA,2
2,"05","001",1,4153095,85,1,5,2,1,1,NA,2
2,"05","001",1,4153099,81,1,4,3,1,1,NA,4
2,"05","001",1,4153105,75,1,4,3,1,1,NA,3
2,"05","001",1,4153108,55,1,4,2,1,1,NA,3
2,"05","001",1,4153110,56,1,4,3,1,1,NA,1
2,"05","001",1,4153111,70,1,4,3,1,1,NA,2
2,"05","001",1,4153117,85,1,4,3,1,1,NA,1
2,"05","001",1,4153121,67,1,3,1,1,1,NA,2
2,"05","001",1,4153126,53,1,4,3,1,1,NA,4
2,"05","001",1,4153128,62,1,4,2,1,1,NA,3
2,"05","001",1,4153131,54,1,3,2,1,1,NA,2
2,"05","001",1,4153135,59,1,4,3,1,1,NA,1
2,"05","001",1,4153136,49,1,3,2,1,1,NA,1
2,"05","001",1,4153141,54,1,4,3,1,1,NA,3
2,"05","001",1,4153144,34,1,3,2,1,1,NA,1
2,"05","001",1,4153148,24,1,3,2,1,1,NA,4
2,"05","001",1,4153152,52,1,4,3,1,1,NA,4
2,"05","001",1,4153162,5,1,4,3,1,1,NA,3
2,"05","001",1,4153166,100,1,4,3,1,1,NA,1
2,"05","001",1,4153174,102,1,4,3,1,1,NA,1
2,"05","001",1,4153183,99,1,4,1,1,1,NA,1
2,"05","001",1,4153185,57,1,4,3,1,1,NA,4
2,"05","001",1,4153194,118,1,4,3,1,1,NA,1
2,"05","001",1,4153196,6,1,4,3,1,1,NA,3
2,"05","001",1,4153200,58,1,4,3,1,1,NA,6
2,"05","001",1,4153205,71,1,4,2,1,1,NA,3
2,"05","001",1,4153215,113,1,4,3,3,1,NA,4
2,"05","001",1,4153217,66,1,4,2,1,1,NA,1
2,"05","001",1,4153224,74,1,4,1,1,1,1,1
